productId,brand,shopDomain,productName,productType,price,compareAtPrice,formFactor,thcType,cannabinoids,variantCount,tags,url
7519517999310,Mellow Fellow,mellowfellow.fun,BYOB Wellness Starter Kit,BUNDLE,129.99,207.45,Gummy,CBD Only,CBD,1,"BUNDLE, easy-bundle, EDIBLE, smart-cart-hide-bundle-options, wellness, wellness bundle",https://mellowfellow.fun/products/byob-wellness-starter-kit
7534776811726,Mellow Fellow,mellowfellow.fun,The Relief Blend - 1ml CBD Disposable Vape (Strawnana),DISPOSABLE VAPE,29.99,,Vape,CBD Only,"CBD, CBG",1,"12 Days of Hemp: CBG & CBD, 1mL, 40% OFF Mellow Day, 420 - 35% OFF, 50% Off Collection, Blends, Blowout Sale 60% OFF, cbd, CBD Vapes, DISPOSABLE, Pocket-Size Disposables, Relief & Recover, relief blend, Singles Day, Strawnana, T-001, vape, vapes, wellness",https://mellowfellow.fun/products/the-relief-blend-1ml-cbd-disposable-vape-strawnana
7534775566542,Mellow Fellow,mellowfellow.fun,The Happy Blend - 1ml CBD Disposable Vape (Cotton Candy),DISPOSABLE VAPE,29.99,,Vape,CBD Only,"CBD, CBN, CBG",1,"12 Days of Hemp: CBG & CBD, 1mL, 40% OFF Mellow Day, 420 - 35% OFF, 50% Off Collection, Blends, Blowout Sale 60% OFF, cbd, CBD Vapes, cbg, cbn, Cotton Candy, DISPOSABLE, Euphoria & Happy, h4cbd, happy blend, Pocket-Size Disposables, Singles Day, T-001, vape, vapes, wellness",https://mellowfellow.fun/products/the-happy-blend-1ml-cbd-disposable-vape-cotton-candy
7534768849102,Mellow Fellow,mellowfellow.fun,The Rest Blend - 1ml CBD Disposable Vape (Blue Razz),DISPOSABLE VAPE,29.99,,Vape,CBD Only,"CBD, CBN, CBG",1,"12 Days of Hemp: CBG & CBD, 1mL, 40% OFF Mellow Day, 420 - 35% OFF, 50% Off Collection, Blends, Blowout Sale 60% OFF, Blue Razz, cbd, CBD Vapes, cbn, DISPOSABLE, Mellow Cares Month '25, Pocket-Size Disposables, rest blend, Singles Day, Sleep & Dream, Solo Moment Blends, T-001, Tranquility & Rest, vape, vapes, wellness",https://mellowfellow.fun/products/the-rest-blend-1ml-cbd-disposable-vape-blue-razz
7497078505678,Mellow Fellow,mellowfellow.fun,THCp Bursts Edibles - Strawberry Cheesecake - 2.5mg,EDIBLE,4.99,,Gummy,THC-P,THC-P,1,"2 ct. Sachet, 2.5mg, 420 - 35% OFF, Burst, burst sachet, EDIBLE, gummies, One-and-Done Edibles, sachet, Single Noids, Singles Day, Strawberry Cheesecake, thcp, Treat Yourself Favorites",https://mellowfellow.fun/products/thcp-bursts-edibles-strawberry-cheesecake-2-5mg
7497076637902,Mellow Fellow,mellowfellow.fun,THCp Bursts Edibles - PB&J - 2.5mg,EDIBLE,4.99,,Gummy,THC-P,THC-P,1,"2 ct. Sachet, 2.5mg, 420 - 35% OFF, Burst, burst sachet, EDIBLE, gummies, One-and-Done Edibles, PB&J, sachet, Single Noids, Singles Day, thcp, Treat Yourself Favorites",https://mellowfellow.fun/products/thcp-bursts-edibles-pb-j-2-5mg
7497080242382,Mellow Fellow,mellowfellow.fun,THCp Bursts Edibles - Caramel Apple Pie - 2.5mg,EDIBLE,4.99,,Gummy,THC-P,THC-P,1,"2 ct. Sachet, 2.5mg, 420 - 35% OFF, Burst, burst sachet, Caramel Apple Pie, EDIBLE, gummies, One-and-Done Edibles, sachet, Single Noids, Singles Day, thcp, Treat Yourself Favorites",https://mellowfellow.fun/products/thcp-bursts-edibles-caramel-apple-pie-2-5mg
7497079390414,Mellow Fellow,mellowfellow.fun,THCp Bursts Edibles - Chocolate Strawberries - 2.5mg,EDIBLE,4.99,,Gummy,THC-P,THC-P,1,"2 ct. Sachet, 2.5mg, 420 - 35% OFF, Burst, burst sachet, Chocolate Strawberries, EDIBLE, gummies, One-and-Done Edibles, sachet, Single Noids, Singles Day, thcp, Treat Yourself Favorites",https://mellowfellow.fun/products/thcp-bursts-edibles-chocolate-strawberries-2-5mg
7497077588174,Mellow Fellow,mellowfellow.fun,THCp Bursts Edibles - Cookies & Cream - 2.5mg,EDIBLE,4.99,,Gummy,THC-P,THC-P,1,"2 ct. Sachet, 2.5mg, 420 - 35% OFF, Burst, burst sachet, Cookies & Cream, EDIBLE, gummies, One-and-Done Edibles, sachet, Single Noids, Singles Day, thcp, Treat Yourself Favorites",https://mellowfellow.fun/products/thcp-bursts-edibles-cookies-cream-2-5mg
7497077293262,Mellow Fellow,mellowfellow.fun,THCp Bursts Edibles - Key Lime Pie - 2.5mg,EDIBLE,4.99,,Gummy,THC-P,THC-P,1,"2 ct. Sachet, 2.5mg, 420 - 35% OFF, Burst, burst sachet, EDIBLE, gummies, Key Lime Pie, One-and-Done Edibles, sachet, Single Noids, Singles Day, thcp, Treat Yourself Favorites",https://mellowfellow.fun/products/thcp-bursts-edibles-key-lime-pie-2-5mg
7203135520974,Mellow Fellow,mellowfellow.fun,"Clarity Blend Fruit Punch 2 ct. Infused Gummies - THCv, HHC, Delta 8, CBD, CBG",EDIBLE,4.99,,Gummy,Delta-8,"Delta-8 THC, CBD, CBG, THC-V, HHC",1,"12 Days of Hemp: CBG & CBD, 2 ct. Sachet, 420 - 35% OFF, Blends, cbd, cbg, clarity, d8, delta-8, delta-8-thc, DELTA8, EDIBLE, gummies, HHC, One-and-Done Edibles, Points for Products Eligible Items, Premium Blend, Relief & Recover, sachet, Singles Day, Solo Moment Blends, thcv, Tranquility & Rest",https://mellowfellow.fun/products/clarity-blend-fruit-punch-2-cnt-infused-gummies-thcv-hhc-delta-8-cbd-cbg
7520413155534,Mellow Fellow,mellowfellow.fun,Euphoria Blend - Terp Sauce 1ml Disposable Spinner Vape - Berry Pie (Sativa),DISPOSABLE VAPE,24.99,29.99,Vape,Delta-8,"Delta-8 THC, CBD, CBG, THC-P, HHC, Full Spectrum",1,"12 Days of Hemp: CBG & CBD, 1mL, 25% OFF Mellow Day, 420 - 35% OFF, Award Winners, Berry Pie, Blends, Blowout Sale 30% OFF, cbd, cbg, d8, delta-8, delta-8-thc, DELTA8, Destination, DISPOSABLE, euphoria, Euphoria & Happy, h4cbd, HHC, Mellow Madness, Phuket, Pocket-Size Disposables, sativa, Singles Day, Spinner, Terp Sauce Blend, thcp, vape, vapes",https://mellowfellow.fun/products/euphoria-blend-phuket-terp-sauce-1ml-disposable-vape-berry-pie-sativa
7520412696782,Mellow Fellow,mellowfellow.fun,Euphoria Blend - Terp Sauce 1ml Disposable Spinner Vape - Jealousy (Hybrid),DISPOSABLE VAPE,24.99,29.99,Vape,Delta-8,"Delta-8 THC, CBD, CBG, THC-P, HHC, Full Spectrum",1,"12 Days of Hemp: CBG & CBD, 1mL, 25% OFF Mellow Day, 420 - 35% OFF, Award Winners, Blends, Blowout Sale 30% OFF, cbd, cbg, d8, delta-8, delta-8-thc, DELTA8, Destination, DISPOSABLE, euphoria, Euphoria & Happy, h4cbd, HHC, Hybrid, Jealousy, Key West, Mardi Gras, Mellow Madness, Pocket-Size Disposables, Portland, Singles Day, Spinner, Terp Sauce Blend, thcp, vape, vapes",https://mellowfellow.fun/products/euphoria-blend-key-west-terp-sauce-1ml-disposable-vape-jealousy-hybrid
7520411844814,Mellow Fellow,mellowfellow.fun,Wanderlust Blend - Terp Sauce 1ml Disposable Spinner Vape - Star Monkey (Indica),DISPOSABLE VAPE,24.99,29.99,Vape,Delta-8,"Delta-8 THC, CBD, CBG, THC-V, THC-P, HHC, Full Spectrum",1,"12 Days of Hemp: CBG & CBD, 1mL, 25% OFF Mellow Day, 420 - 35% OFF, Blends, Blowout Sale 30% OFF, cbd, cbg, Destination, DISPOSABLE, h4cbd, HHC, indica, Mellow Madness, Pocket-Size Disposables, Portland, Singles Day, Spinner, Star Monkey, Terp Sauce Blend, THCh, thcp, thcv, vape, vapes, Wanderlust",https://mellowfellow.fun/products/wanderlust-blend-portland-terp-sauce-1ml-disposable-vape-star-monkey-indica
7520411254990,Mellow Fellow,mellowfellow.fun,Harmony Blend - Terp Sauce 1ml Disposable Spinner Vape - Grape Dosidos (Indica),DISPOSABLE VAPE,24.99,29.99,Vape,Delta-8,"Delta-8 THC, CBD, CBG, HHC, Full Spectrum",1,"12 Days of Hemp: CBG & CBD, 1mL, 25% OFF Mellow Day, 420 - 35% OFF, Blends, Blowout Sale 30% OFF, cbc, cbd, cbg, d8, delta-8, delta-8-thc, DELTA8, Destination, DISPOSABLE, Grape Dosidos, h4cbd, Harmony, HHC, indica, Mellow Madness, Pocket-Size Disposables, Seoul, Singles Day, Spinner, Terp Sauce Blend, THCh, vape, vapes",https://mellowfellow.fun/products/harmony-blend-seoul-terp-sauce-1ml-disposable-vape-grape-dosido-indica
7520410763470,Mellow Fellow,mellowfellow.fun,Grounded Blend - Terp Sauce 1ml Disposable Spinner Vape - Papaya Peach (Indica),DISPOSABLE VAPE,24.99,29.99,Vape,Delta-8,"Delta-8 THC, CBD, CBN, CBG, THC-P, HHC, Full Spectrum",1,"12 Days of Hemp: CBG & CBD, 1mL, 25% OFF Mellow Day, 420 - 35% OFF, Blends, Blowout Sale 30% OFF, cbd, cbn, d8, delta-8, delta-8-thc, DELTA8, Destination, DISPOSABLE, Grounded, HHC, indica, Mellow Madness, Papaya Peach, Pocket-Size Disposables, Singles Day, Spinner, Terp Sauce Blend, THCh, thcp, Tropical Fruit Sale Products, vape, vapes, Zanzibar",https://mellowfellow.fun/products/grounded-blend-zanzibar-terp-sauce-1ml-disposable-vape-papaya-peach-indica
7520410370254,Mellow Fellow,mellowfellow.fun,Laughter Blend - Terp Sauce 1ml Disposable Spinner Vape - Gas OG (Hybrid),DISPOSABLE VAPE,24.99,29.99,Vape,Delta-8,"Delta-8 THC, CBD, CBG, THC-P, HHC, Full Spectrum",1,"12 Days of Hemp: CBG & CBD, 1mL, 25% OFF Mellow Day, 420 - 35% OFF, Blends, Blowout Sale 30% OFF, cbc, cbd, cbg, Destination, DISPOSABLE, Gas OG, HHC, HHCp, Hybrid, Kingston, Laughter, Mardi Gras, Mellow Madness, Pocket-Size Disposables, Singles Day, Spinner, Terp Sauce Blend, THCh, thcp, vape, vapes",https://mellowfellow.fun/products/laughter-blend-kingston-terp-sauce-1ml-disposable-vape-gas-og-hybrid
7520409583822,Mellow Fellow,mellowfellow.fun,Passion Blend - Terp Sauce 1ml Disposable Spinner Vape - Flavorwave (Hybrid),DISPOSABLE VAPE,24.99,29.99,Vape,Delta-8,"Delta-8 THC, CBD, CBG, THC-P, HHC, Full Spectrum",1,"12 Days of Hemp: CBG & CBD, 1mL, 25% OFF Mellow Day, 420 - 35% OFF, Blends, Blowout Sale 30% OFF, cbc, cbd, cbg, d8, delta-8, delta-8-thc, DELTA8, Destination, DISPOSABLE, Flavorwave, h4cbd, HHC, Hybrid, Istanbul, Mardi Gras, Mellow Madness, Passion, Pocket-Size Disposables, Singles Day, Spinner, Terp Sauce Blend, THCh, thcp, vape, vapes",https://mellowfellow.fun/products/passion-blend-istanbul-terp-sauce-1ml-disposable-vape-flavorwave-hybrid
7520408731854,Mellow Fellow,mellowfellow.fun,Limitless Blend - Terp Sauce 1ml Disposable Spinner Vape - Mandarin Cookies (Sativa),DISPOSABLE VAPE,24.99,29.99,Vape,Delta-8,"Delta-8 THC, CBD, CBG, THC-V, HHC, Full Spectrum",1,"12 Days of Hemp: CBG & CBD, 1mL, 25% OFF Mellow Day, 420 - 35% OFF, Blends, Blowout Sale 30% OFF, cbd, cbg, d8, delta-8, delta-8-thc, DELTA8, Destination, DISPOSABLE, h4cbd, HHC, HHCp, Limitless, Mandarin Cookies, Mellow Madness, Pocket-Size Disposables, sativa, Shanghai, Singles Day, Spinner, Terp Sauce Blend, thcv, vape, vapes",https://mellowfellow.fun/products/limitless-blend-shanghai-terp-sauce-1ml-disposable-vape-mandarin-cookies-sativa
7520408338638,Mellow Fellow,mellowfellow.fun,Adventure Blend - Terp Sauce 1ml Disposable Spinner Vape - Blue Garlic (Sativa),DISPOSABLE VAPE,24.99,29.99,Vape,Delta-8,"Delta-8 THC, CBD, CBG, THC-V, HHC, Full Spectrum",1,"12 Days of Hemp: CBG & CBD, 1mL, 25% OFF Mellow Day, 420 - 35% OFF, Adventure, Blends, Blowout Sale 30% OFF, Blue Garlic, cbd, cbg, d10, d8, delta 8, delta-10-thc, delta-8-thc, DELTA10, DELTA8, Destination, DISPOSABLE, HHC, Mellow Madness, Patagonia, Pocket-Size Disposables, sativa, Singles Day, Spinner, Terp Sauce Blend, THCh, thcv, vape, vapes",https://mellowfellow.fun/products/adventure-blend-patagonia-terp-sauce-1ml-disposable-vape-blue-garlic-sativa
7520406307022,Mellow Fellow,mellowfellow.fun,Connection Blend - Terp Sauce 1ml Disposable Spinner Vape - Lemon Tree (Sativa),DISPOSABLE VAPE,24.99,29.99,Vape,Delta-8,"Delta-8 THC, CBD, CBG, THC-P, HHC, Full Spectrum",1,"12 Days of Hemp: CBG & CBD, 1mL, 25% OFF Mellow Day, 420 - 35% OFF, Blends, Blowout Sale 30% OFF, Bonus Points Product, cbc, cbd, cbg, Connection, d8, delta-8, delta-8-thc, DELTA8, Destination, DISPOSABLE, h4cbd, HHC, Lemon Tree, Mardi Gras, Mellow Madness, Mumbai, Pocket-Size Disposables, sativa, Singles Day, Spinner, Terp Sauce Blend, THCb, thcp, vape, vapes",https://mellowfellow.fun/products/connection-blend-mumbai-terp-sauce-1ml-disposable-vape-lemon-tree-sativa
7265919631566,Mellow Fellow,mellowfellow.fun,Delta 9 THC & CBD Watermelon Syrup,EDIBLE,29.99,,Other,Delta-9,"Delta-9 THC, CBD, CBG",1,"12 Days of Hemp: CBG & CBD, 300mg, 420 - 35% OFF, Cannabogo, Cannabogo Edibles, cbd, Delta 9, Singles Day, syrup, Treat Yourself Favorites, Tropical Fruit Sale Products, watermelon",https://mellowfellow.fun/products/delta-9-thc-cbd-watermelon-syrup
7507551125710,Mellow Fellow,mellowfellow.fun,Delta 9 Live Resin Gummies 40mg 2 ct. - 6 Pack Sampler,BUNDLE,19.99,29.94,Gummy,Delta-9,"Delta-9 THC, CBD, CBG",1,"12 Days of Hemp: CBG & CBD, 40mg, Acai, cbd, d9, Delta 9, EDIBLE, Exotic Flavors, gummies, Infused, Live Resin, M-Fusions, mamey mango coconut, Rambutan Kaffir Lime Kumquat, Raspberry Macaron, sachet, sampler, Single Noids, Strawberry Cheesecake, vegan, Yuzu Honeydew",https://mellowfellow.fun/products/delta-9-live-resin-gummies-40mg-2ct-6-pack-sampler
7497352052942,Mellow Fellow,mellowfellow.fun,Delta 9 Live Resin Gummies 40mg 2 ct. - Strawberry Cheesecake,EDIBLE,4.99,,Gummy,Delta-9,"Delta-9 THC, CBD, CBG",1,"12 Days of Hemp: CBG & CBD, 2 ct. Sachet, 40mg, 420 - 35% OFF, cbd, d9, Delta 9, EDIBLE, Exotic Flavors, gummies, Infused, Live Resin, M-Fusions, One-and-Done Edibles, sachet, Single Noids, Singles Day, Strawberry Cheesecake, vegan",https://mellowfellow.fun/products/delta-9-live-resin-gummies-40mg-2ct-strawberry-cheesecake
7497351495886,Mellow Fellow,mellowfellow.fun,Delta 9 Live Resin Gummies 40mg 2 ct. - Yuzu Honeydew,EDIBLE,4.99,,Gummy,Delta-9,"Delta-9 THC, CBD, CBG",1,"12 Days of Hemp: CBG & CBD, 2 ct. Sachet, 40mg, 420 - 35% OFF, cbd, d9, Delta 9, EDIBLE, Exotic Flavors, gummies, Infused, Live Resin, M-Fusions, One-and-Done Edibles, sachet, Single Noids, Singles Day, vegan, Yuzu Honeydew",https://mellowfellow.fun/products/delta-9-live-resin-gummies-40mg-2ct-yuzu-honeydew
7497352118478,Mellow Fellow,mellowfellow.fun,Delta 9 Live Resin Gummies 40mg 2 ct. - Acai,EDIBLE,4.99,,Gummy,Delta-9,"Delta-9 THC, CBD, CBG",1,"12 Days of Hemp: CBG & CBD, 2 ct. Sachet, 40mg, 420 - 35% OFF, Acai, cbd, d9, Delta 9, EDIBLE, Exotic Flavors, gummies, Infused, Live Resin, M-Fusions, One-and-Done Edibles, sachet, Single Noids, Singles Day, vegan",https://mellowfellow.fun/products/delta-9-live-resin-gummies-40mg-2ct-acai
7497351954638,Mellow Fellow,mellowfellow.fun,Delta 9 Live Resin Gummies 40mg 2 ct. - Rambutan Kaffir Lime Kumquat,EDIBLE,4.99,,Gummy,Delta-9,"Delta-9 THC, CBD, CBG",1,"12 Days of Hemp: CBG & CBD, 2 ct. Sachet, 40mg, 420 - 35% OFF, cbd, d9, Delta 9, EDIBLE, Exotic Flavors, gummies, Infused, Live Resin, M-Fusions, One-and-Done Edibles, Rambutan Kaffir Lime Kumquat, sachet, Single Noids, Singles Day, Treat Yourself Favorites, vegan",https://mellowfellow.fun/products/delta-9-live-resin-gummies-40mg-2ct-rambutan-kaffir-lime-kumquat
7497350774990,Mellow Fellow,mellowfellow.fun,Delta 9 Live Resin Gummies 40mg 2 ct. - Mamey Mango Coconut,EDIBLE,4.99,,Gummy,Delta-9,"Delta-9 THC, CBD, CBG",1,"12 Days of Hemp: CBG & CBD, 2 ct. Sachet, 40mg, 420 - 35% OFF, cbd, d9, Delta 9, EDIBLE, Exotic Flavors, gummies, Infused, Live Resin, M-Fusions, mamey mango coconut, One-and-Done Edibles, sachet, Single Noids, Singles Day, vegan",https://mellowfellow.fun/products/delta-9-live-resin-gummies-40mg-2ct-mamey-mango-coconut
7497350938830,Mellow Fellow,mellowfellow.fun,Delta 9 Live Resin Gummies 40mg 2 ct. - Raspberry Macaron,EDIBLE,4.99,,Gummy,Delta-9,"Delta-9 THC, CBD, CBG",1,"12 Days of Hemp: CBG & CBD, 2 ct. Sachet, 40mg, 420 - 35% OFF, cbd, d9, Delta 9, EDIBLE, Exotic Flavors, gummies, Infused, Live Resin, M-Fusions, One-and-Done Edibles, Raspberry Macaron, sachet, Single Noids, Singles Day, vegan",https://mellowfellow.fun/products/delta-9-live-resin-gummies-40mg-2ct-raspberry-macaron
7216463773902,Mellow Fellow,mellowfellow.fun,Introvert - King Louis (Indica) & Creativity - Blue Dream (Hybrid) - Live Resin 4ml Vape Cart Duo,VAPE CARTRIDGE,44.99,,Vape,Delta-8,"Delta-8 THC, CBD, CBN, CBG, THC-P, HHC",1,"12 Days of Hemp: CBG & CBD, 2mL, 40% OFF Mellow Day, 420 - 35% OFF, 4ml, Blends, Blowout Sale 60% OFF, Blue Dream, Cannabogo, cart, cartridge, Cartridge Blend, carts, cbd, cbg, cbn, creativity, d10, d8, delta-10-thc, delta-8, delta-8-thc, DELTA10, DELTA8, Duo, HHC, Hybrid, indica, Introvert, King Louis, Live Resin, Mardi Gras, Singles Day, Sleep & Dream, Solo Moment Blends, THCb, thcp, VAPE CARTRIDGE",https://mellowfellow.fun/products/introvert-creativity-live-resin-4ml-vape-cart-duos-king-louis-blue-dream
7236042850510,Mellow Fellow,mellowfellow.fun,Clarity Blend 2ml Disposable Vape - Grease Monkey (Hybrid),DISPOSABLE VAPE,29.99,0.00,Vape,Delta-8,"Delta-8 THC, CBD, CBG, THC-V, HHC",1,"12 Days of Hemp: CBG & CBD, 2mL, 40% OFF Mellow Day, 420 - 35% OFF, B-006, B-007, B-008, B-009, B-010, B-011, B-012, Blends, Cannabogo, Cannabogo Premium Blend Smokables, cbd, cbg, clarity, d8, delta-8, delta-8-thc, DELTA8, DISPOSABLE, Expiring Products Collection, Grease Monkey, hhc, Hybrid, Mardi Gras, Points for Products Eligible Items, Premium Blend, Relief & Recover, Singles Day, Solo Moment Blends, thcv, Tranquility & Rest",https://mellowfellow.fun/products/clarity-blend-2ml-disposable-vape-grease-monkey
7429048434894,Mellow Fellow,mellowfellow.fun,THCp 0.5g Disposable Vape - Pineapple Express (Hybrid),DISPOSABLE VAPE,34.99,,Vape,THC-P,"CBD, CBN, CBG, THC-P, HHC",1,"0.5ml, 25% OFF Mellow Day, 420 - 35% OFF, 420 - 50% OFF, 50% Off Collection, Blowout Sale 60% OFF, DISPOSABLE, Hybrid, Mardi Gras, pineapple express, Pocket-Size Disposables, Single Noids, Singles Day, thcp, Tropical Fruit Sale Products, vape, vapes",https://mellowfellow.fun/products/thcp-0-5g-disposable-vape-pineapple-express-hybrid
7429043552462,Mellow Fellow,mellowfellow.fun,THCp 0.5g Disposable Vape - White Runtz (Hybrid),DISPOSABLE VAPE,34.99,,Vape,THC-P,"CBD, CBN, CBG, THC-P, HHC",1,"0.5ml, 25% OFF Mellow Day, 420 - 35% OFF, 420 - 50% OFF, 50% Off Collection, Blowout Sale 60% OFF, DISPOSABLE, Hybrid, Pocket-Size Disposables, Single Noids, Singles Day, thcp, vape, vapes, white runtz",https://mellowfellow.fun/products/thcp-0-5g-disposable-vape-white-runtz-hybrid
7210926407886,Mellow Fellow,mellowfellow.fun,Recover Blend 2ml Disposable Vape - Jungle Cake (Hybrid),DISPOSABLE VAPE,29.99,,Vape,Delta-8,"Delta-8 THC, CBD, CBG, HHC",1,"12 Days of Hemp: CBG & CBD, 2mL, 40% OFF Mellow Day, 420 - 35% OFF, B-006, B-007, B-008, B-009, B-010, B-011, B-012, Blends, Blowout Sale 60% OFF, Cannabogo, Cannabogo Premium Blend Smokables, cbg, d8, delta-8, delta-8-thc, DELTA8, DISPOSABLE, Expiring Products Collection, h4cbd, HHC, Hybrid, Jungle Cake, Mardi Gras, Mellow Cares Month '25, Premium Blend, recover, Relief & Recover, Singles Day, Solo Moment Blends, THCm, vape, vapes",https://mellowfellow.fun/products/recover-blend-jungle-cake-thcm-hhc-h4cbd-d8-cbg-2ml-disposable-vape-vol-3
7236057039054,Mellow Fellow,mellowfellow.fun,Creativity Blend 2ml Disposable Vape - Blue Dream (Hybrid),DISPOSABLE VAPE,29.99,,Tincture,Delta-8,"Delta-8 THC, CBD, CBG, HHC",1,"12 Days of Hemp: CBG & CBD, 2mL, 40% OFF Mellow Day, 420 - 35% OFF, 50% Off Collection, B-006, B-007, B-008, B-009, B-010, B-011, B-012, Blends, Blowout Sale 60% OFF, Blue Dream, Cannabogo, Cannabogo Premium Blend Smokables, cbd, cbg, creativity, d10, d8, delta-10-thc, delta-8, delta-8-thc, DELTA10, DELTA8, DISPOSABLE, Expiring Products Collection, HHC, Hybrid, Premium Blend, Singles Day, Solo Moment Blends, vape, vapes",https://mellowfellow.fun/products/creativity-blend-2ml-disposable-vape-blue-dream
7417730040014,Mellow Fellow,mellowfellow.fun,Euphoria Blend 1ml Live Resin Vape Cartridge - Chemdawg (Hybrid),VAPE CARTRIDGE,14.99,17.99,Vape,Delta-8,"Delta-8 THC, CBD, CBG, THC-P, HHC",1,"12 Days of Hemp: CBG & CBD, 1mL, 40% OFF Mellow Day, 420 - 35% OFF, 420 - 50% OFF, 50% Off Collection, Award Winners, Blends, Blowout Sale 60% OFF, Cannabogo, cart, cartridge, Cartridge Blend, carts, cbd, cbg, chemdawg, d8, delta 8, delta-8-thc, DELTA8, euphoria, Euphoria & Happy, h4cbd, HHC, Hybrid, Live Resin, Mellow Madness, thcp, VAPE CARTRIDGE",https://mellowfellow.fun/products/euphoria-blend-1ml-vape-cartridge-chemdawg
7236076306638,Mellow Fellow,mellowfellow.fun,Euphoria Blend 2ml Disposable Vape - Green Crack (Sativa),DISPOSABLE VAPE,29.99,,Vape,Delta-8,"Delta-8 THC, CBD, CBN, CBG, THC-P, HHC",1,"12 Days of Hemp: CBG & CBD, 2mL, 40% OFF Mellow Day, 420 - 35% OFF, Award Winners, B-006, B-007, B-008, B-009, B-010, B-011, B-012, Blends, Blowout Sale 60% OFF, Cannabogo, Cannabogo Premium Blend Smokables, cbd, cbg, d8, delta-8, delta-8-thc, DELTA8, DISPOSABLE, euphoria, Euphoria & Happy, Expiring Products Collection, Green Crack, h4cbd, HHC, Hybrid, Mardi Gras, Premium Blend, sativa, thcp, vape, vapes",https://mellowfellow.fun/products/euphoria-blend-2ml-disposable-vape-green-crack
7216470425806,Mellow Fellow,mellowfellow.fun,Motivation Blend 2ml Vape Cartridge - First Class Funk (Hybrid),VAPE CARTRIDGE,24.99,0.00,Vape,HHC,"CBD, CBG, HHC",1,"12 Days of Hemp: CBG & CBD, 2mL, 40% OFF Mellow Day, 420 - 35% OFF, Blends, Blowout Sale 60% OFF, Cannabogo, Cannabogo Premium Blend Smokables, cart, cartridge, Cartridge Blend, carts, cbg, First Class Funk, h4cbd, HHC, Hybrid, Motivation, Premium Blend, VAPE CARTRIDGE",https://mellowfellow.fun/products/motivation-blend-hhc-h4cbd-cbg-2ml-vape-cartridge-first-class-funk
7216473538766,Mellow Fellow,mellowfellow.fun,Tranquility Blend 2ml Vape Cartridge - Pink Rozay (Indica),VAPE CARTRIDGE,24.99,0.00,Vape,HHC,"CBD, CBN, CBG, HHC",1,"12 Days of Hemp: CBG & CBD, 2mL, 40% OFF Mellow Day, 420 - 35% OFF, Blends, Blowout Sale 60% OFF, Cannabogo, cart, cartridge, Cartridge Blend, carts, cbd, cbg, cbn, h4cbd, HHC, indica, Mellow Cares Month '25, Pink Rozay, pinkrozay, Premium Blend, Singles Day, Solo Moment Blends, tranquility, Tranquility & Rest, VAPE CARTRIDGE",https://mellowfellow.fun/products/tranquility-blend-hhc-h4cbd-cbn-cbd-cbg-2ml-vape-cartridge-pink-rozay
7500356911310,Mellow Fellow,mellowfellow.fun,THCp 0.5g Disposable Vape - Banana Pie (Sativa),DISPOSABLE VAPE,34.99,,Vape,THC-P,"CBD, CBN, CBG, THC-P, HHC",1,"0.5ml, 25% OFF Mellow Day, 420 - 35% OFF, 50% Off Collection, banana pie, Blowout Sale 60% OFF, DISPOSABLE, Pocket-Size Disposables, sativa, Single Noids, Singles Day, thcp, Tropical Fruit Sale Products, vape, vapes",https://mellowfellow.fun/products/thcp-0-5g-disposable-vape-banana-pie-sativa
7500356026574,Mellow Fellow,mellowfellow.fun,THCp 0.5g Disposable Vape - Apple Mintz (Indica),DISPOSABLE VAPE,34.99,,Vape,THC-P,"CBD, CBN, CBG, THC-P, HHC",1,"0.5ml, 25% OFF Mellow Day, 420 - 35% OFF, 420 - 50% OFF, 50% Off Collection, apple mintz, Blowout Sale 60% OFF, DISPOSABLE, indica, Mardi Gras, Pocket-Size Disposables, Single Noids, Singles Day, thcp, vape, vapes",https://mellowfellow.fun/products/thcp-0-5g-disposable-vape-apple-mintz-indica
7210788552910,Mellow Fellow,mellowfellow.fun,Dream Blend 2ml Disposable Vape - Double Dream (Hybrid),DISPOSABLE VAPE,29.99,,Vape,Delta-8,"Delta-8 THC, CBD, CBN, CBG, THC-P, HHC",1,"12 Days of Hemp: CBG & CBD, 2mL, 40% OFF Mellow Day, 420 - 35% OFF, B-006, B-007, B-008, B-009, B-010, B-011, B-012, Blends, Cannabogo, Cannabogo Premium Blend Smokables, cbd, cbn, d8, delta-8, delta-8-thc, DELTA8, DISPOSABLE, Double Dream, dream, Expiring Products Collection, HHC, Hybrid, Points for Products Eligible Items, Premium Blend, Singles Day, Sleep & Dream, Solo Moment Blends, thcp, vape, vapes",https://mellowfellow.fun/products/dream-blend-double-dream-hhc-d8-cbd-cbn-thcp-2ml-disposable-vape-vol-3
7210918772942,Mellow Fellow,mellowfellow.fun,Motivation Blend 2ml Disposable Vape - Tangie (Sativa),DISPOSABLE VAPE,29.99,,Vape,HHC,"CBD, CBG, HHC",1,"12 Days of Hemp: CBG & CBD, 2mL, 40% OFF Mellow Day, 420 - 35% OFF, B-006, B-007, B-008, B-009, B-010, B-011, B-012, Blends, Cannabogo, cbg, DISPOSABLE, Expiring Products Collection, h4cbd, HHC, Mardi Gras, Motivation, Points for Products Eligible Items, Premium Blend, sativa, Tangie, vape, vapes",https://mellowfellow.fun/products/motivation-blend-tangie-hhc-h4cbd-cbg-2ml-disposable-vape-vol-3
